path,classification,owner,old_lifecycle,reason,imported_by,archive_destination,git_blob_sha,bytes,sha256,replacement_or_current_authority,removal_safety
docs/project/NOLLM_FUTURE_REPOSITORY_SPLIT_PLAN.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/NOLLM_FUTURE_REPOSITORY_SPLIT_PLAN.md,79e9f63b05d39770cec07323ee1749a42ab7f31b,1890,F5F309363DAAB0F5AF5BB25609C6356965D322AB90A8DC5138B78524717FB2B4,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/NOLLM_PROJECT_BOOK_V3_0_MODULAR_GEOMETRY_INFRASTRUCTURE_M1_20260711.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/NOLLM_PROJECT_BOOK_V3_0_MODULAR_GEOMETRY_INFRASTRUCTURE_M1_20260711.md,b58a27dd1fffd6c498dd2f112615995b70f83597,12812,C1057FDFD5766FDBC326CAB35C1BF23E2C29FB297B249120F99C75380079D59D,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/NOLLM_PROJECT_BOOK_V3_1_CORE_PURITY_AND_EVOLVING_BASELINES_20260711.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/NOLLM_PROJECT_BOOK_V3_1_CORE_PURITY_AND_EVOLVING_BASELINES_20260711.md,a7b003d6087b75703e3c3449a46d751c412e9a62,4660,FE580F8F76B448F20390A266CCEA1B4D9D437DCB6A9413314D3661BB247B57F7,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/NOLLM_PROJECT_BOOK_V3_4_CORE_FUNCTION_PRIORITY_20260713.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/NOLLM_PROJECT_BOOK_V3_4_CORE_FUNCTION_PRIORITY_20260713.md,23db4a1709b8a17f3ab04b54e881b52947c885ea,874,77363608381826886CB6D3141518C422C491BC682AA8E57A101A20BE1994AD73,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/NOLLM_REPOSITORY_COMPATIBILITY_MATRIX.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/NOLLM_REPOSITORY_COMPATIBILITY_MATRIX.md,00b328b3e1bb61e5fac9c6e1d7e5d3521960617d,1243,F1969E8C994C2D8F6EB6B177E42B7B050BE155C1FC812232A10A7891273A1F6B,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/NOLLM_ROUTE_BOOK_V3_6_ADAPTIVE_MULTI_SCALE_SURFACE_20260714.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/NOLLM_ROUTE_BOOK_V3_6_ADAPTIVE_MULTI_SCALE_SURFACE_20260714.md,e9986cf66142cf7cd0057c47fb011f0933d20cfa,36808,04093E0B84425F267198F85D59DF7FD196243E570381072BF6E82A7623BD7ED1,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/NOLLM_ROUTE_BOOK_V3_7_ROTATED_PHYSICAL_FIELD_20260714.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/NOLLM_ROUTE_BOOK_V3_7_ROTATED_PHYSICAL_FIELD_20260714.md,e8483ffa4a5c52e291f9c950a00bc224f357e2a0,2576,064885DD3A15311C88F3E9AEBDBAE601F486ADBCD5F21AEE0E0E7AD79DA0975E,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/NOLLM_ROUTE_BOOK_V3_8_TRANSLATION_COVARIANT_COVERAGE_REUSE_20260714.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/NOLLM_ROUTE_BOOK_V3_8_TRANSLATION_COVARIANT_COVERAGE_REUSE_20260714.md,f64681d7da8d725be9c298e2f88f5fc29fa558b0,7019,3156002322AB5992431D36DCF6722CD8AE984451EADC7BFA73968CB985219197,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/NOLLM_ROUTE_BOOK_V3_9_FAST_STRUCTURAL_GEOMETRY_20260715.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/NOLLM_ROUTE_BOOK_V3_9_FAST_STRUCTURAL_GEOMETRY_20260715.md,14f1f9c017e1b2967f171507f6664e611b22cdb1,4751,D0BBB6C6E86A903F6E031C983486865D102297562FBD44C7A86F619BE9580534,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/NOLLM_ROUTE_V3_2_OPENCLAW_FIRST_SEMANTIC_LOOP_20260712.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/NOLLM_ROUTE_V3_2_OPENCLAW_FIRST_SEMANTIC_LOOP_20260712.md,a0e607bc534f4d3985ea89cab07ee0dfb18b8b44,912,1A34A403191DB695616C0AA72AB3F28C03846E855E8C5547D35FE7972422D639,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/NOLLM_SOURCE_TOPOLOGY_V2.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/NOLLM_SOURCE_TOPOLOGY_V2.md,8a8ff6bfc3178015adfe8a070f47e4f47d667b6e,1318,48DEEB18598C91EF5E26D1A9336DCC260E59C05C5AEF2BA54FB595751CB4E4BF,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/V311_STARTING_STATE.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/V311_STARTING_STATE.md,d92bbed3da9e75312fe84838c32d8fda81d4217c,1922,06C09D544432E5603658B263B7D578183C07F46906579AFCB38736063E6D65E8,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/V3_12_UNIFIED_FIELD_ENCOUNTER_STARTING_STATE.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/V3_12_UNIFIED_FIELD_ENCOUNTER_STARTING_STATE.md,8433cb0c7ff0bf8526239afe848eceddc83ee637,2579,5EE82D9E9A4DF22F0C71A4157C5BD451ABFE7C6BF8629ACDF3AF10701F5FC6DD,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_ALD_STATEMENT_FORMATION_CONTRACT_CORPUS_TASK_20260712.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_ALD_STATEMENT_FORMATION_CONTRACT_CORPUS_TASK_20260712.md,bba555735d1313d481b22dd3e1f5965089d564cd,26805,21E1F9D3DCE33F0530F135402E17BDDD345397943C7BC7E896419736A3D29105,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_AOLD_INVISIBLE_DREAM_AGENT_TASK_20260712.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_AOLD_INVISIBLE_DREAM_AGENT_TASK_20260712.md,4cece07d8f265835c1a7a151af7307ae17103560,20363,B52211D2022E6DFE988764B2BA3DA84D9766E8B0F7CE180FA0C42085D3B510B4,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_AOLD_INVISIBLE_RUNTIME_TRUTH_REV1_TASK_20260712.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_AOLD_INVISIBLE_RUNTIME_TRUTH_REV1_TASK_20260712.md,54406970d95d189f17b7bbc4649997341591778f,21770,D5FD5C2B898856F3DA7621EB985430E77FCEB840303EE04B72582B460E1DA934,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_AOLD_OPENCLAW_FORMATION_LOOP_TASK_20260712.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_AOLD_OPENCLAW_FORMATION_LOOP_TASK_20260712.md,0d8c1fd50bd87b06811af05859c761f2b43d9461,17543,92B477EEEA16A52C81D3046D9321DBA01C2F64BC7FFD910617FB471D342ECBEE,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_A_O_L_D_CONTENT_NEUTRAL_FORMATION_RECOVERABLE_ABSORPTION_PROGRESSIVE_ROUTING_TASK_20260723.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_A_O_L_D_CONTENT_NEUTRAL_FORMATION_RECOVERABLE_ABSORPTION_PROGRESSIVE_ROUTING_TASK_20260723.md,e75af3111144b577d81c368a5b25d4b44e168061,21870,7DBA4FD7A40B67A8C4A556B03313B0A20D52DB7F01FF8028A51F89D39D18643D,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_A_O_L_D_DURABLE_CAPTURE_ASYNC_ABSORPTION_READ_YOUR_WRITES_FAST_RECALL_TASK_20260717.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_A_O_L_D_DURABLE_CAPTURE_ASYNC_ABSORPTION_READ_YOUR_WRITES_FAST_RECALL_TASK_20260717.md,529e389b6ba192c2221bcf2cd8b7516f72059efb,46013,BCC1403153423CBFCB7E4B424851E0675A2963AE40A2F82908F7335F42292FAA,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_A_O_L_D_LLM_NATIVE_EVIDENCE_STALE_PLAN_MAIN_AGENT_RECALL_SELECTIVITY_TASK_20260722.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_A_O_L_D_LLM_NATIVE_EVIDENCE_STALE_PLAN_MAIN_AGENT_RECALL_SELECTIVITY_TASK_20260722.md,96c5d3edf0581c2460b1e54f6c6662053a310e1f,28329,FC97BFF49A3A3762721976A1AB41625F90A377C91A17D317E4D4F2F46CEE764D,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_A_O_L_D_MAIN_AGENT_TOOL_SCOPE_PROVIDER_LIVE_SEMANTIC_SELECTIVITY_CLOSURE_TASK_20260722.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_A_O_L_D_MAIN_AGENT_TOOL_SCOPE_PROVIDER_LIVE_SEMANTIC_SELECTIVITY_CLOSURE_TASK_20260722.md,bd6d2183f276a90f987dc8791d3d5719f79bf199,34457,9C43F38775E39C7B566075D14B3732C1BDA456706CA7EB2B43C1CB0D3B3B344D,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_A_O_L_D_PROMPT_BOUNDED_LENS_CARTOGRAPHY_INDEPENDENT_SEED_RELATION_ENTRY_RECALL_TASK_20260718.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_A_O_L_D_PROMPT_BOUNDED_LENS_CARTOGRAPHY_INDEPENDENT_SEED_RELATION_ENTRY_RECALL_TASK_20260718.md,6496b018a27c51d57e37fc8499575037b6d2b539,15021,3303E1BC256A8185AB6C4062F9B796C818EC36910E5D116AFEF63A42D590508E,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_A_O_L_D_REAL_MEMORY_COMMIT_AND_RECALL_LATENCY_BASELINE_TASK_20260716.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_A_O_L_D_REAL_MEMORY_COMMIT_AND_RECALL_LATENCY_BASELINE_TASK_20260716.md,60cbaae554e59bdb721f2b2ea07d836db1cd063e,44672,9165710415EF3F695D01EF6FD2FEB5602B45F67AF004A874E3DBBDA474C802D6,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_A_O_L_D_RECALL_ENTRY_IDENTITY_CONTEXTUAL_WRITER_RELATIONAL_GROWTH_TASK_20260721.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_A_O_L_D_RECALL_ENTRY_IDENTITY_CONTEXTUAL_WRITER_RELATIONAL_GROWTH_TASK_20260721.md,8f93ac6584b3b215f940dbca8e733c08ecb29bda,16470,0F52CF7DB72D8762C170900E3153322A54D1AC534077D69CABE1965476117DEA,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_A_O_L_D_ROLE_AWARE_DURABLE_CAPTURE_ROUTING_ONLY_SURFACE_REAL_MAIN_AGENT_LIVE_TASK_20260722.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_A_O_L_D_ROLE_AWARE_DURABLE_CAPTURE_ROUTING_ONLY_SURFACE_REAL_MAIN_AGENT_LIVE_TASK_20260722.md,e56c77fee2131a2aa939cb6b578659493a3a24a0,39511,8BAECFDBBE35FFF2C8ABDA8EE31BC5AE7711BEE4DA231177B5C3AC87BFB617FF,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_A_O_L_D_SEMANTIC_REVISION_INTEGRITY_DENSE_LIVE_CLOSURE_TASK_20260716.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_A_O_L_D_SEMANTIC_REVISION_INTEGRITY_DENSE_LIVE_CLOSURE_TASK_20260716.md,77ab16af681cd2866caaa39e798c3c6185501a2d,41698,46D00C609A4DB4AB444861734606B7C3CC9438B28621C6B8A64DD2B2CED19F1F,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_A_O_L_D_SINGLE_ACTIVE_CONTENT_NEUTRAL_PIPELINE_TOOL_EVIDENCE_PER_CAPTURE_CONTINUATION_PROVIDER_LIVE_TASK_20260724.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_A_O_L_D_SINGLE_ACTIVE_CONTENT_NEUTRAL_PIPELINE_TOOL_EVIDENCE_PER_CAPTURE_CONTINUATION_PROVIDER_LIVE_TASK_20260724.md,1ba7f0ccbf29a7f70a1f80b50f9eae6d1c386d97,11575,7020E79ED70C6E88AFAAAEA9BAEF6B66852D39CA41F9B15DC89CF403EEAD3784,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_A_O_L_D_UNIFIED_FIELD_ENCOUNTER_MATCH_VACANCY_RECALL_PLACEMENT_TASK_20260728.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_A_O_L_D_UNIFIED_FIELD_ENCOUNTER_MATCH_VACANCY_RECALL_PLACEMENT_TASK_20260728.md,402b85e4a4d62e2a9b6fd8bd8bfa077f74c36742,27625,699DCAE8ABE8356FEBC9AD1A21046A68749C9A3F6B73B779F0D6225065FD9AED,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_CAOLD_ADAPTIVE_SURFACE_RECALL_TASK_20260714.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_CAOLD_ADAPTIVE_SURFACE_RECALL_TASK_20260714.md,7a1d5093cf255d53e503d27265f0ec63588f3006,43462,0E2F282F38291C29C49051F649B824274F2D8124E6CAE77206BEC677B7BEDB62,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_CAOLD_CROSS_SESSION_MEMORY_LOOP_REV1_TASK_20260713.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_CAOLD_CROSS_SESSION_MEMORY_LOOP_REV1_TASK_20260713.md,023d1bffb870787d9ed0aed1ceb0479f129f0867,12808,4AAE687C2FF5C9A333F6935627E00123501450F31460A587429C3BD036DE73ED,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_CAOLD_CROSS_SESSION_MEMORY_LOOP_TASK_20260713.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_CAOLD_CROSS_SESSION_MEMORY_LOOP_TASK_20260713.md,ca4bb413e7e98225818aee3622410da1b2e5762d,13467,60A7CB3CC6A3C05E34380E203C782D90020DE01133AA576838C672D3E0AE60CA,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_CAOLD_REAL_GEOMETRIC_CLUSTER_LOOP_TASK_20260714.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_CAOLD_REAL_GEOMETRIC_CLUSTER_LOOP_TASK_20260714.md,6a0f2139f42278a24fa019473caaa22c0f7131c6,13547,861423E8CCAEEAB765360A5DD356199F98D25EE7735EAC93B23260E46D829160,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_CAOLD_REAL_REVISION_LOOP_TASK_20260713.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_CAOLD_REAL_REVISION_LOOP_TASK_20260713.md,f30937456ac26fca25ba7235dde7c700785528dd,13281,187D31977D495F08AB154D456832C538D3D824CED5BBE0361F0AB6401815328A,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_CSTALD_BASELINE_CORRECTION_TASK_20260711.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_CSTALD_BASELINE_CORRECTION_TASK_20260711.md,1e029a104bbf551ff77b7f517d58fb88740eba50,22783,04C4F2B7DCACF7D7A00553B76AFFB8DD6E3FE7BD040A289EEB62C50410B6071E,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_CSTALD_BASIS_DEPENDENCY_TRUTH_TASK_20260712.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_CSTALD_BASIS_DEPENDENCY_TRUTH_TASK_20260712.md,b2cfa7891b9337f0d4aba995d57d024eea2000a7,19515,AB9200A2AD5621AD974FF1E7F2B2A76C2B3E9969814F2BE75B308AB37E2F7048,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
docs/project/tasks/NOLLM_C_A_O_L_D_BOUNDED_APPROXIMATE_HEX_COVERAGE_LAZY_SURFACE_TASK_20260715.md,ARCHIVE_HISTORICAL,LEGACY,HISTORICAL,"Historical evidence, report, task, fixture, or validation asset with no retained import dependency.",,NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip::docs/project/tasks/NOLLM_C_A_O_L_D_BOUNDED_APPROXIMATE_HEX_COVERAGE_LAZY_SURFACE_TASK_20260715.md,767322f8e8189988adae6618d6a142e83bc3f448,10471,24FDF3561FB7AEEA40E30DAB1D86F50D33877FA405366D3BE60A3587247D680C,Git commit 7e608754b939d564f1387650f25424f2cd943f33; external archive NOLLM_HISTORICAL_ASSETS_20260730_7e60875.zip,ARCHIVE_AND_VERIFY_BEFORE_GIT_RM
